Mc,eta,DL,M_tot,q,full_faith,snr,eta_full_bias,eta_stat_err,eta_max_lam,eta_min_faith
62.2889335791735,0.24111687100970225,1000.0,146.24274697012774,1.4645739231955406,0.995102893161637,1192.2562328470844,0.0461843131227542,0.00012433995705769262,0.023371515179132774,0.9993613254473315
24.179879390011624,0.2425391915105917,1000.0,56.56984319523119,1.4176545162089558,0.9942316180218842,591.1007934997752,0.012160122033937985,7.245484767914494e-05,0.005399123135125903,0.9999840498397484
77.5342250656739,0.24981481837320052,1000.0,178.2060864983678,1.0559554831428952,0.993927649592792,1415.6906071807919,0.06190327842504936,0.00015847090730280149,0.019860025325859117,0.9994811476647388
61.362679199637626,0.23241706665671039,1000.0,147.27990793287861,1.7218339114703658,0.9957740598577649,1164.5464183481108,0.0433807278716412,0.00011790676447979219,0.021544346900318822,0.9994737559110248
62.607157557966175,0.2482326478154142,1000.0,144.44704004167596,1.1835962867434604,0.9928657330208618,1209.009909484577,0.04793522530192449,0.00012879075263771725,0.025353644939701114,0.999220368001339
5.53943279511849,0.07525029161796243,1000.0,26.155340936983208,11.19969691523328,0.9882342758943188,173.07070214303434,0.00045026723240461494,1.4876149799227457e-05,0.06734150657750822,0.9996252421884978
30.927643151082375,0.14105658217048997,1000.0,100.16380447563648,4.884629878747628,0.9942468861397955,630.6882628453905,0.008285071073475666,4.372691515996988e-05,0.03511191734215131,0.9993046747513088
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.661664867149103,0.20215831608404908,1000.0,66.96839061646462,2.555270112732004,0.9911507354332161,597.808953115865,0.010782968328279768,5.9524146633958944e-05,0.04132012400115335,0.9990331766333862
63.216565679140004,0.24472321854434814,1000.0,147.1044440674519,1.3399555695983372,0.9936479953759568,1211.8104513252397,0.047536006656708235,0.0001277128140558822,0.023371515179132774,0.9993437941976703
42.241091111194116,0.2138826154371575,1000.0,106.56874123804135,2.2262825191880857,0.9924260950738317,869.0939659688727,0.022943531267485884,8.068066469616528e-05,0.02750387840931946,0.999327721885111
70.55832993595817,0.24483769934915073,1000.0,164.1426039809031,1.3356254105227034,0.995273015283602,1311.822493984244,0.055232094966528256,0.00014208461860019492,0.021544346900318822,0.9994227155912506
43.73488253945202,0.23903303055976222,1000.0,103.21747098272698,1.5298733735595915,0.9938352388439996,918.7129026841404,0.02748753801784061,9.33061417152902e-05,0.03511191734215131,0.9988422990390465
49.89066701294403,0.23182203063287918,1000.0,119.92962807768768,1.7384183384872116,0.9937754277425475,1002.8533493358975,0.03199491681780929,9.883248207467158e-05,0.02750387840931946,0.9992290166364166
80.58190854837426,0.2494442118355424,1000.0,185.37599312182783,1.0989669635962895,0.9947817285718111,1454.5878335383613,0.06405753820164847,0.00016438563869606795,0.019860025325859117,0.9994798470690973
14.476643912034746,0.24933026567965447,1000.0,33.31216754431432,1.1091672293312012,0.9958971702042398,399.06954391340815,0.006217448448528045,6.94975438266428e-05,0.10116970998767491,0.9969543114307858
69.71368110736277,0.23787230228523001,1000.0,165.01054166085362,1.5649300943268105,0.9954938589893817,1287.2393339552266,0.05177949958534632,0.0001353297382824431,0.019860025325859117,0.9995206274238422
28.47775334207053,0.22227209551286323,1000.0,70.2060853562024,1.9986534208811468,0.992870007948241,657.7448758540708,0.013840748534581896,6.893746811786616e-05,0.04132012400115335,0.9989176330860438
19.83375229443478,0.2477937039256054,1000.0,45.80899084654534,1.2073653097752317,0.9946525373483145,509.4452090013865,0.009507916996621079,7.114547861159226e-05,0.0792482898353917,0.9972350438272324
55.568985421663314,0.21988501790611092,1000.0,137.88438422575797,2.0631313331307677,0.9938456018062191,1065.3895320890094,0.035077114371853776,0.00010171857594539353,0.021544346900318822,0.9995048479863142
11.218408143004119,0.23402985596679374,1000.0,26.814424292248255,1.6764663535866582,0.9970483709835676,324.6553648567304,0.004023351901204564,6.432676927462455e-05,0.11905772393787833,0.9970839038549282
28.14991822983337,0.19360172960973082,1000.0,75.39309947501752,2.8092800189031917,0.9905499376621493,633.9911091069287,0.011575037196613505,5.8634383157971213e-05,0.03511191734215131,0.9992418599757327
26.123038426449646,0.09577380257165066,1000.0,106.72733146083367,8.321092092986877,0.9967882607241357,516.9700267197426,0.0028595099247097503,2.6948135660604908e-05,0.06734150657750822,0.9985659551661392
45.38545226399535,0.191698321779967,1000.0,122.2772550877687,2.867834614731991,0.9910879282936885,885.8731003233112,0.022255967841063744,7.571474411071548e-05,0.023371515179132774,0.9995033176726911
55.4583195980774,0.24843530029775646,1000.0,127.89062895509359,1.171818113595589,0.9918519884856528,1106.738727556166,0.04040457941280258,0.00011598286297393263,0.029836472402833374,0.9989819513028907
46.426634817146486,0.24915510406577313,1000.0,106.87726520184607,1.1234447339557723,0.991311866157822,971.415085676293,0.03135958013608379,0.0001016777010386433,0.2915053062825176,0.9734200142231236
33.2243704810723,0.13611477718866183,1000.0,109.92933352236807,5.152666627891847,0.9955992272993842,654.9937560957771,0.008665349025917701,4.4079907640412166e-05,0.0023921470814626386,0.9999966689364524
61.68867117151671,0.22356406128409903,1000.0,151.55288948948171,1.9637649290651553,0.9953562040976853,1153.3771644545038,0.041602995762436965,0.0001135173951508141,0.019860025325859117,0.9995574773319503
27.828334128480616,0.24216970537241478,1000.0,65.1651382775746,1.4300684146418492,0.9937557983273635,657.5327875833065,0.014723075237958901,7.558718690225952e-05,0.057223676593502144,0.9979314262834702
