mass_ratio total_mass dec ra theta_jn psi delta_phase chi_1 chi_2 time_jitter
0.9178308002608739 228.5634230159745 -0.7662651249178639 5.038984823043161 1.260782932772905 2.1002557741245442 1.1554789761572877 0.005926050441691965 0.003739093137655055 2.5623279064614958e-05
0.8939870876982443 228.33652149336766 -0.779321737805219 5.040714887839511 1.269974938481876 2.060726010147063 1.163795197826065 0.004978985272489599 0.0017111767757033692 -0.00016063421730174755
0.9884097978625807 228.6104823448652 -0.7742366219121112 5.051975980975802 1.2626909138530493 2.0351014654508353 1.1480364467434494 0.005944183585195911 0.003400915727426331 1.1523628290428735e-05
0.9571976335910154 228.52403279413656 -0.7457215302903375 5.0297942000502385 1.23351115473292 2.1344743780475803 1.1969456454318794 0.0010987122818765158 0.009374274840603488 0.00028915595892263924
0.9996523300500637 228.65259347629353 -0.7764066722039816 5.051261453268755 1.2905722592653954 2.12283111192354 1.0748136226989284 0.006372940690097295 0.004181838264363071 -2.5302829375886432e-05
0.9833308967775516 228.5720831948888 -0.7719983624982076 5.041668770259477 1.2615211096441672 2.0560140762711114 1.1718592510698058 0.008666148653217378 9.212810173105717e-05 -4.3632795408878944e-05
0.9945789544472483 228.40320376679387 -0.7626736715929326 5.031838854827065 1.2527966188713053 2.093336385339266 1.1951798641731013 0.00656827289451928 0.0016539167110517419 5.3761214143501694e-05
0.9034077423510107 228.2464983220639 -0.7805442059920789 5.038330182394668 1.268437967799152 2.037018737429864 1.191317968868553 0.0022641285660354956 0.0035171388692996283 -0.0001931759850038123
0.9263842115589448 228.2920673602254 -0.778685566763598 5.040074063140278 1.275015715977497 2.086390034459002 1.14510328117711 0.0010100646670107483 0.0008199549776574228 -0.00018102151886223525
0.9274857390930191 228.26335052588945 -0.7770456005028586 5.031771595497202 1.2692263891470887 2.075712801006898 1.1885228524256959 0.00030255499056360745 0.00040962722784726447 -0.0002262135345412096
0.9338849792068002 228.38108000195695 -0.7774108305141574 5.038292878821402 1.274390952925913 2.0938955472651832 1.1466445854048153 0.00197485841236719 0.0006651100173022204 -0.0001855207868944204
0.9835840088615782 228.51949280342728 -0.7657405590321382 5.022924489894898 1.2613778976813432 2.1214420961580736 1.1987099740456482 0.00019540277337242264 0.001350889815003403 -0.00015206002810262388
0.9654733235819698 228.58369715687297 -0.7674772258143893 5.024077452038868 1.2648328468278212 2.122397907362939 1.1901992085662887 0.0017794861823303531 0.0017770458169133788 -0.0001715584985218824
