Mc,eta,DL,z,m1,m2,M_tot,q,full_faith,snr,inspiral_t,eta_full_bias,eta_stat_err,eta_max_lam,eta_min_faith,eta_max_lam_index_first,full_inner_prod,eta_min_inner_prod
18.83443856738463,0.06644342505714412,1000.0,0.19781979248496245,88.96782839894415,6.857754999852817,95.82558339879697,12.973316836319407,0.9872564783258925,391.8103550864416,63.33704677002861,0.0005265052046893497,1.537634754437396e-05,0.2631578947368421,0.9912530022709425,1,346034.6875075055,381551.2886457593
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
14.35623770980816,0.04226023891250192,1000.0,0.19781979248496245,91.58863366445695,4.236949734340008,95.82558339879697,21.616643908267594,0.9958615785308397,305.0134120436863,99.0934637859107,2.5019518161812325e-06,8.204238987997218e-06,0.6481994459833794,0.9920109336379794,1,221191.294481589,226803.4874714244
14.35623770980816,0.04226023891250192,1000.0,0.19781979248496245,91.58863366445695,4.236949734340008,95.82558339879697,21.616643908267594,0.9958615785308397,305.0134120436863,99.0934637859107,2.5019518161812325e-06,8.204238987997218e-06,0.6481994459833794,0.9920109336379794,1,221191.294481589,226803.4874714244
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
35.796637086120114,0.19376169635742552,1000.0,0.19781979248496245,70.63746132512371,25.188122073673263,95.82558339879698,2.804395703598495,0.989974795577458,752.89893242158,22.28538364365366,0.016067705730759923,6.574062659858581e-05,0.030470914127423823,0.9992903401599451,1,1021647.373489309,1472889.3281203727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
41.70987583837721,0.24999368702810534,1000.0,0.19781979248496245,48.15355949688305,47.672023901913946,95.825583398797,1.010101010101016,0.9910843643968007,897.7662637523395,17.469109567011827,0.0269618445181683,9.516106472420169e-05,0.0443213296398892,0.9981439203540629,1,1431715.4127297571,2109465.724640024
40.066775731687386,0.23379660761286927,1000.0,0.19781979248496245,60.11067422732276,35.71490917147422,95.82558339879698,1.6830694973552847,0.993193241491918,856.4953746953008,18.618655327114034,0.023581347089997377,8.609597731545786e-05,0.036011080332409975,0.9988685797741358,1,1307137.9712054254,1917240.9247156377
