mass_ratio total_mass dec ra theta_jn psi delta_phase chi_1 chi_2 time_jitter
0.11237650951608492 664.3713813035715 -0.3695567986028039 0.23432928515787538 1.0867662409966417 3.052108467704256 6.139009465917162 0.03553230588018797 0.3225854843641476 -0.0004497584099054802
0.10061645518518147 657.8640161543273 -0.4494946116166862 2.668403563643063 0.22346527570640035 0.9331228284219579 3.1501717429112777 0.025464835917925914 0.18762494128077464 0.0001449668555071695
0.10376074223642039 659.3823312420185 0.7792057036542657 1.8853054035386088 1.0253094687161917 2.1910121492986496 1.853108575245729 0.00918536454157295 0.4730012999002528 0.00031621411845293907
0.10267937957079036 659.0667154080124 0.12444054762813028 3.0968455177514063 1.5473478534774066 0.12448269289481975 6.2764011785477765 0.03370674487061924 0.06378730834107886 9.045269803102413e-05
0.10948527753096919 660.6983617047139 -0.16768373146644983 2.8472278245551834 1.5767789614114605 0.9821015122390792 3.6024014808204936 0.009561642985167053 0.4098561782284424 -0.00010152747194104881
0.10300887432919192 658.1526549246736 0.3380997264959301 3.162281290235571 0.27064937006716255 0.6331487283335298 3.1202932265416297 0.018114893537137532 0.43878883066158736 -0.0002043386250907394
0.10059433134791361 656.9767837828779 -0.020759420733438446 1.033517039700623 0.3515389840206219 2.9352175713907784 3.7453807931243213 0.02490522223614164 0.5676902275327113 8.919645877509771e-05
0.10495120086119 657.4165586312611 -0.19319081896731705 1.8670762684056876 0.9835662391526334 1.8153660738463895 0.461591895516448 0.006941799113644525 0.3273264059672548 -0.0001957811955141943
0.10172001808024264 660.3512852403442 -0.28009885574645 1.55261501241374 1.9188352997303026 0.9365675210838524 5.409350458571863 0.024690282569683357 0.7338191141921955 -6.200548272398645e-05
0.10570787512872501 661.1659926276064 -0.4171338618777804 0.3026828150929194 2.636207703610027 0.7480260420451588 3.0527672764498353 0.027431689538738764 0.2243742021150118 4.0963606541957374e-05
0.10856262075049015 661.0102599470292 0.8533730711101665 3.87936170353831 0.5571444925036922 1.463567790959565 0.9109717247702195 0.013191106644139087 0.1186405376358536 0.00038119180645273393
0.10298328301438278 659.5207980566549 0.409533152670816 0.889305544801774 1.817698783600823 2.054359676992823 5.634436268131606 0.0291994436926964 0.5615779661972324 -4.035428808096391e-05
