M_tot,q,full_bias,snr,Mc_stat_err,Mc_max_lam,Mc_min_faith
88.69736528874112,7.280172834694216,0.05367280270742292,684836.1745282003,5.011627813147768e-07,0.0001,0.9999999967707323
93.23548169734175,3.9906520582159946,0.15396724316511712,2342176.4517149106,3.0999211996996e-07,0.0001,0.999999993714475
126.93267938193462,1.885207996405969,0.8176880600672121,564868.9026157856,6.855482799124501e-06,0.0001,0.9999999889856712
101.44605695544611,2.3611732498026745,0.4619216548812206,1341044.8152778044,1.699558141863154e-06,0.0001,0.9999999912362224
96.05336494876181,1.4766161641453475,0.3482134098617604,660670.4308739429,2.4787865171180954e-06,0.0001,0.9999999902599833
93.449178495367,1.5210843132402632,0.3415933047515267,9544026.411851106,1.7230779240564725e-07,0.0001,0.9999999905663833
0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.042292470061916,27.625483098489806,-0.0009587164573100419,94239.92137648076,5.745854838791958e-08,0.0001,0.9999999915741555
118.42233903360236,1.0976740722104492,0.6457760730477347,675203.5539060414,4.979505938703216e-06,0.0001,0.9999999878326279
90.2626745612645,2.308004737001271,0.2577245218760513,328018.95635775477,3.6121064373499708e-06,0.00012766169490574075,0.9999999869352869
0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.63448256730493,1.607424807961386,0.3569786633519736,390950.5116435191,4.580834910898113e-06,0.00016297508346206434,0.9999999757806911
121.65112801810474,3.450010453776287,0.49272604695509886,621950.3400391823,3.3984562777316207e-06,0.0001,0.9999999914841597
83.31860915231604,6.787889438022826,0.04616480592411588,431257.28668915,6.795356884574484e-07,0.00012766169490574075,0.9999999945619017
0.0,0.0,0.0,0.0,0.0,0.0,0.0
154.07329555544305,1.0564420055866366,1.3259000743588707,1207591.5800374532,8.579581053675043e-06,0.0001,0.9999999859454611
143.34814095342213,1.4972893305299269,1.2815997537603891,2591345.0940446723,2.9899566415995463e-06,0.0001,0.9999999873599096
167.43627512927935,1.3215084684373077,1.2652416924059073,573152.4741172447,1.8450025164957738e-05,0.00012766169490574075,0.9999999772873195
65.96066627177092,3.85382287728705,0.05708869156548249,548867.069119956,5.784132769097662e-07,0.0001,0.9999999953771327
77.37171919296728,5.382109185193356,0.05597860653100274,65445.112672651216,4.463150604898607e-06,0.0005526170019854087,0.9999998757865965
83.30757236909878,2.766105814045387,0.15305005671218552,920334.8109523898,7.652910001136451e-07,0.0001,0.9999999930283193
126.43736661873275,1.2784127214236407,0.985440711254753,760628.9247925825,7.15644162788023e-06,0.00013848863713938732,0.9999999763295593
115.58444110171666,5.018698721869593,0.2482524800674217,227636.0822450259,5.233040738300653e-06,0.00013848863713938732,0.9999999879829534
139.54994604076649,1.2332079705670507,1.153304752835874,524860.8808195534,1.3041896371956906e-05,0.00012766169490574075,0.9999999785809958
88.69736528874112,7.280172834694216,0.05330850580104103,229722.2838628127,1.486611240440488e-06,0.00028813496284414594,0.9999999731900701
93.23548169734175,3.9906520582159946,0.15396054359537614,1178634.1857783555,6.1635780179716e-07,0.0001,0.9999999937144748
126.93267938193462,1.885207996405969,0.8127961153878647,403811.0522093215,9.56662115174569e-06,0.00015023380843318595,0.999999975140435
101.44605695544611,2.3611732498026745,0.45627907884900765,1698087.9026389436,1.325064180256474e-06,0.0001,0.9999999912362225
