Mc,eta,DL,M_tot,q,full_faith,snr,eta_full_bias,eta_stat_err,eta_max_lam,eta_min_faith
55.92032270873781,0.2277977070329397,1000.0,135.84387454886428,1.8490380662989807,0.9951711761938284,1082.375135641288,0.03715897540214704,0.0001064281117949664,0.023371515179132774,0.9994125260565201
24.811420147237527,0.18131777037156377,1000.0,69.11740129381032,3.2029688848995743,0.990482579040383,571.3946600802096,0.008982750625519285,5.1962793917607764e-05,0.03808974636954072,0.9992266790175532
6.96955588329511,0.23882873230399837,1000.0,16.457094412587544,1.5361028049253944,0.9983669123605711,223.16701032851716,0.001959496195685026,7.05339679820588e-05,0.1788649529057435,0.9968505810252474
44.98930060672791,0.20773052178390047,1000.0,115.50719954775656,2.396686329803645,0.9923810992965905,901.4523394228073,0.02426703993481601,8.164117342112699e-05,0.025353644939701114,0.9994064612350178
66.04601495318526,0.2398776634706347,1000.0,155.54380996391876,1.5038172147217166,0.995460812737957,1241.6176593517912,0.04947759521783504,0.00013035457900464415,0.021544346900318822,0.9994454843058165
59.44647647835459,0.19248368094219698,1000.0,159.76798908169513,2.843575713629284,0.9938990586330129,1065.5751498048216,0.03352341512280682,9.531847306262522e-05,0.01830738280295368,0.9996482824734746
50.30919885648036,0.24999793080039517,1000.0,115.58076191946608,1.0057704864521881,0.9918137897150585,1031.6929340603979,0.03548599297255313,0.00010826877004953205,0.03511191734215131,0.9986697785339532
26.222601915767605,0.13293126932912505,1000.0,88.00340801749516,5.335251931364526,0.9956068960774034,557.8639250423861,0.0059380318740706595,3.775704544516992e-05,0.04132012400115335,0.9992129153123105
21.703872939470024,0.19730085342465548,1000.0,57.4724697023001,2.6977181507629044,0.9915511400142303,526.0949404205984,0.008382374462996056,5.5092864855046764e-05,0.044824468792893084,0.9990481844765581
17.287056054410648,0.056579706359223,1000.0,96.85557566310293,15.610120505933114,0.9949863272225326,360.29766286147606,0.00021602243518394765,1.2388548707002045e-05,0.31622776601683794,0.9913312345699659
24.846008591737764,0.14132059676828798,1000.0,80.37728889107997,4.870804482917919,0.993972479691866,544.8337382234937,0.006154774570796877,3.937190312970736e-05,0.04132012400115335,0.9992122277889961
78.66482094028689,0.24296790798438186,1000.0,183.84474047128023,1.4030234060975706,0.9959429012892639,1415.0985084376093,0.05980940618748162,0.00015515056545101105,0.01830738280295368,0.9995727524142136
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.81178974004719,0.22767963883164738,1000.0,118.6124333371909,1.8522533119017006,0.994198157161764,981.616448290541,0.03045154633733246,9.545067560016802e-05,0.025353644939701114,0.9993604844374854
33.01726135145422,0.1702175969636613,1000.0,95.52969130959077,3.596809047881601,0.9904855412680947,689.4403825867826,0.012089834780651919,5.493085398315175e-05,0.029836472402833374,0.9993973089593253
49.260979308987956,0.24794691961559806,1000.0,113.7333446697526,1.1993051211201433,0.9918419354917755,1013.555451581519,0.033992644895114055,0.00010551518279465105,0.03236689285040602,0.9988909994624012
12.575721046273614,0.12496923593656896,1000.0,43.79767197405838,5.830456219686761,0.9963507888016379,331.1424258564007,0.002116025078032312,2.877682881706803e-05,0.07305271542664449,0.9988973875318491
37.63511185217029,0.2366718921734682,1000.0,89.35218998223493,1.6004246590518074,0.9933784988045619,820.2617511530675,0.021888359716351728,8.42595211265115e-05,0.03808974636954072,0.9987941814130695
15.842301854795704,0.24912849934583067,1000.0,36.47239114366107,1.1254942381475561,0.9955676512294271,428.1518735799321,0.0070337778802962315,6.975833839376936e-05,0.10116970998767491,0.9965822273863774
62.3003093854557,0.23951762654863587,1000.0,146.85465444493786,1.5149859384579407,0.9947015726184709,1190.0481341234954,0.04551970573565997,0.00012317604585213162,0.023371515179132774,0.9993614010437404
46.72015126606671,0.15947838745403847,1000.0,140.56692317607403,4.021797066283474,0.9936149885593718,853.2642890756562,0.018570126840499464,6.552722652856819e-05,0.021544346900318822,0.9996098528225561
5.104252357231574,0.03589001918477456,1000.0,37.57923403096041,25.82417616316727,0.950357970079022,153.31710525840035,-8.056442946440554e-05,5.268671085175939e-06,0.0042292428743894986,0.9999303494968139
70.22222012975122,0.24012382610172217,1000.0,165.27737365599438,1.4961243981910004,0.9963271001810018,1297.6823861581215,0.0538583896234959,0.0001386317309458526,0.021544346900318822,0.9994357070883917
66.63094014618362,0.24621990532717347,1000.0,154.48348036060725,1.2804105694528078,0.9940495670671678,1261.4274148483062,0.05154144251394999,0.00013517982440623035,0.023371515179132774,0.9993273359741323
47.146207463608484,0.24854327181999125,1000.0,108.69399623893439,1.1652853632847573,0.991788735760659,981.7931761068448,0.03200474306255195,0.00010252296317335877,0.002032735201671712,0.9999957474654008
88.86532891774768,0.24918142935245827,1000.0,204.5610522764269,1.1213887208139024,0.9960924704569857,1560.0198188939007,0.06664177153098949,0.00017935242280827916,0.01687612475788147,0.9996217561771297
14.40265899346652,0.0688625995782962,1000.0,71.72203940199529,12.441293282180132,0.9895252953662376,334.09786332108155,0.0004937732230289324,1.4263756388079175e-05,0.21049041445120198,0.9953579701667576
81.9984222790704,0.23942290183046835,1000.0,193.3330409935518,1.5179087528404895,0.9972078424023278,1448.626203320304,0.06102148025587839,0.0001590815905813215,0.01687612475788147,0.9996413391244742
11.471627935165564,0.06111824418482118,1000.0,61.36525331398655,14.291756166125513,0.9914391909634345,282.9282733815325,0.00028254620255440885,1.1579760073103928e-05,0.22834203047182716,0.9962242325267388
