Mc,eta,DL,M_tot,q,full_faith,snr,Mc_full_bias,Mc_stat_err,Mc_max_lam,Mc_min_faith
13.428815132085031,0.07089296548266065,1000.0,65.71670939693716,12.02259517689457,0.9921130890306146,320.7557391843252,0.002491690372658853,0.00019824871159494564,0.093260334688322,0.9990860496989595
62.20996933138667,0.22007715030148964,1000.0,154.28191289119587,2.05793774013768,0.9952470936496065,1153.7849330019442,1.5579575956065463,0.005873175806384587,0.023371515179132774,0.9993881713175654
56.550341337695905,0.24995974863685066,1000.0,129.93112031377487,1.025703734148676,0.9925048293750018,1124.354345454962,1.1123632112431194,0.00431224309579323,0.03236689285040602,0.9987896536104787
67.44386653100662,0.23005850807903472,1000.0,162.869394131562,1.7871794561618557,0.9960846455739025,1241.3691586218306,1.9671942610196869,0.007177091297742237,0.021544346900318822,0.9994551599517589
47.89486434026692,0.1955603228187173,1000.0,127.50302843021815,2.7498563459908265,0.9917023768793763,924.8901274222043,0.6753270569680585,0.003070396030457643,0.02750387840931946,0.9992836684086243
47.923409027599774,0.23346567208096528,1000.0,114.71332931710305,1.6924124304895705,0.9942409687941313,975.8306769385599,0.6491815356797701,0.002850550759171128,0.03236689285040602,0.9989616605362419
60.98927447476273,0.1998352754973704,1000.0,160.2692390417725,2.6228580177501786,0.9938823975964447,1099.1417451111495,1.5154149303951017,0.005856959328647122,0.021544346900318822,0.9994998220280839
11.731521471524317,0.049385638996139104,1000.0,71.31714243286983,18.19383781545689,0.9967570531469323,277.8923336476923,-0.002072261347369944,0.000164573726824268,0.044824468792893084,0.9998997421481544
67.43999910132067,0.23079134197336634,1000.0,162.54957875504388,1.7669811942966749,0.9963074389600459,1242.6170963513257,1.976110819975661,0.007175631638463699,0.021544346900318822,0.9994554080168322
43.86203994784115,0.24608582651033725,1000.0,101.72714721822885,1.2860453354147388,0.9924544915140449,928.0686579422392,0.4735423766688014,0.002227554302156903,0.04132012400115335,0.9983535985990669
22.27967969624777,0.22304041575564795,1000.0,54.81239810121413,1.9779075586671322,0.9938540276374479,547.6202461963841,0.04878878513514864,0.0004507675951615431,0.06734150657750822,0.9977822804468354
5.781965861203843,0.18678029586447736,1000.0,15.822564972879515,3.0230972153080997,0.9974913202784008,189.60977512466025,0.0004004705694296809,2.6782034355206443e-05,0.22834203047182716,0.9971522728108769
12.212834106382592,0.17129127938482142,1000.0,35.202645807460065,3.556862135496997,0.9935572073164042,335.8670463522059,0.006558343623795903,0.00012632565346576218,0.10116970998767491,0.9975838204881655
64.63421411150529,0.23340313536416574,1000.0,154.73852798728555,1.6941746868087204,0.9952902967832927,1210.911187146186,1.7106401198147223,0.006338226544373462,0.023371515179132774,0.9993617810739317
89.32093093545721,0.24998271582530926,1000.0,205.21412567875205,1.0167691289401253,0.9954063845224237,1568.508552595489,3.5274505740069984,0.014685387767340824,0.01830738280295368,0.9995504925754903
59.93749018642706,0.2427643110015181,1000.0,140.14824018035267,1.4100035578112693,0.9936425787352389,1162.6623755240057,1.3361291407552875,0.005083735316995839,0.02750387840931946,0.9991195432139791
50.61318532508866,0.21151051448616548,1000.0,128.54775410883053,2.2915024351080744,0.9929324680255619,984.9248601233528,0.7973832056401164,0.003424043560063287,0.02750387840931946,0.9992426014665999
17.581920800990297,0.2360265630597418,1000.0,41.8109263723241,1.6192360933363195,0.9954537584313636,460.98082049693744,0.021171212748248607,0.0002638145729093824,0.003312851891487234,0.9999958736822935
40.78710773605651,0.15531090718024643,1000.0,124.68141895492982,4.200638792446041,0.9931612421826244,775.2700130121026,0.40728487445755895,0.002266894747808096,0.03236689285040602,0.9992083031517484
25.664367605206788,0.15167109155130495,1000.0,79.57724139028328,4.364070359337943,0.9923547532151714,565.0701004683965,0.08134006037628444,0.0007048792906415986,0.052749970637026196,0.9986051682068126
42.77952464695152,0.17454883778050312,1000.0,121.92303857439317,3.4382062883625837,0.991446976058677,827.7310471670635,0.4707776782637157,0.002413251458190748,0.029836472402833374,0.9992538745597311
31.4115639191644,0.16215800511991574,1000.0,93.5678227274448,3.911145161584978,0.991072381829091,658.6550991097668,0.16300756652694173,0.0011285603396091368,0.04132012400115335,0.9989230194531455
45.823958147579106,0.2373128384581764,1000.0,108.6175141802589,1.5815598718809045,0.9936340181290809,948.9750818715121,0.5545704286934763,0.0025220584659817655,0.03511191734215131,0.9988032734904257
38.10934746819991,0.11959447177290226,1000.0,136.2714413836117,6.200308202906966,0.9981090882617115,688.1481869235022,0.31899374293981286,0.0022150538307386188,0.044824468792893084,0.9988505209197478
39.7923953610314,0.23433380218868066,1000.0,95.0384006908458,1.6678382586062306,0.9935798389318911,852.5861811712692,0.345098546138887,0.0017688358278633877,0.04132012400115335,0.9985218339100399
42.20011171443384,0.2333574035832421,1000.0,101.0417013345053,1.6954627445067691,0.9936613817520452,889.2282972616443,0.42170158631526733,0.0020543858033566452,0.03808974636954072,0.9986861848183812
53.35189691979764,0.247622927670085,1000.0,123.27509699694231,1.2160921603975354,0.992173343049396,1074.5097238043527,0.9127794544053378,0.0036986266854138264,0.03236689285040602,0.9988350320601251
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.553840371535465,0.24385193868078794,1000.0,59.59096933538579,1.371970373844104,0.9940260183107301,617.106318665454,0.07542339753355772,0.0006049311545432935,0.07305271542664449,0.9969125114557347
35.18089223342787,0.20148186730069464,1000.0,91.99522146245887,2.574854300443944,0.9909879761888668,750.8097143963164,0.2349648499459283,0.0013704235209595144,0.03808974636954072,0.9988987442009206
